Date,Category,Category_id,Price,Weight,Indent,Parent,Parent_ID
15/03/2009,"Meats, poultry, fish, and eggs",8516,206.465,1.898,4,Food at home,4200
15/03/2009,Medical care,3411,371.902,6.39,1,All items,8106
15/03/2009,Medical care commodities,5635,302.464,1.625,2,Medical care,3411
15/03/2009,Medical care services,7803,393.21,4.765,2,Medical care,3411
15/03/2009,Men’s and boys’ apparel,2395,116.007,0.923,2,Apparel,5516
15/03/2009,Miscellaneous personal services,6567,341.437,1.074,3,Personal care,6986
15/03/2009,Motor fuel,3840,173.947,3.164,3,Private transportation,3815
15/03/2009,Motor vehicle maintenance and repair,9790,242.118,1.188,3,Private transportation,3815
15/03/2009,Motor vehicle parts and equipment,449,134.484,0.382,3,Private transportation,3815
15/03/2009,New and used motor vehicles,2973,92.016,6.931,3,Private transportation,3815
15/03/2009,New vehicles,4291,134.02,4.48,4,New and used motor vehicles,2973
15/03/2009,Nonalcoholic beverages and beverage materials,6387,164.813,0.982,4,Food at home,4200
15/03/2009,Nondurables,818,194.522,29.046,1,All items,8106
15/03/2009,Nondurables less food,6247,173.638,14.416,1,All items,8106
15/03/2009,Nondurables less food and apparel,5488,206.34,10.726,1,All items,8106
15/03/2009,Nondurables less food and beverages,7080,170.758,13.289,3,Commodities less food and beverages,3891
15/03/2009,"Nondurables less food, beverages, and apparel",1465,206.003,9.598,4,Nondurables less food and beverages,7080
15/03/2009,Other food at home,4196,192.431,2.022,4,Food at home,4200
15/03/2009,Other food away from home,1346,154.414,0.314,4,Food away from home,1345
15/03/2009,Other foods,9728,206.741,1.481,5,Fats and oils,3612
15/03/2009,Other goods and services,8488,360.782,3.386,1,All items,8106
15/03/2009,Other miscellaneous foods,5930,122.402,0.433,6,Other foods,9728
15/03/2009,Other services,6741,302.251,11.002,3,Services,9735
15/03/2009,Owners’ equivalent rent of primary residence,2972,256.257,24.433,3,Shelter,8742
15/03/2009,Personal care,6986,203.836,2.61,2,Other goods and services,8488
15/03/2009,Personal care products,1231,162.696,0.651,3,Personal care,6986
15/03/2009,Personal care services,1191,227.982,0.647,3,Personal care,6986
15/03/2009,Personal computers and peripheral equipment,980,86.213,0.214,5,"Information technology, hardware and services",5358
15/03/2009,Private transportation,3815,166.252,14.189,2,Transportation,6812
15/03/2009,Professional services,3965,316.416,2.702,3,Medical care services,7803
15/03/2009,Public transportation,4134,232.294,1.125,2,Transportation,6812
15/03/2009,Recreation,8575,114.511,5.741,1,All items,8106
15/03/2009,Rent of primary residence,4363,248.49,5.957,3,Shelter,8742
15/03/2009,Rent of shelter,8577,259.349,32.867,3,Services,9735
15/03/2009,Services,9735,258.59,60.444,1,All items,8106
15/03/2009,Services less energy services,1033,264.698,56.285,3,All items less food and energy,5306
15/03/2009,Services less medical care services,5145,247.779,55.679,1,All items,8106
15/03/2009,Services less rent of shelter,9058,277.38,27.577,1,All items,8106
15/03/2009,Shelter,8742,248.899,33.2,2,Housing,6803
15/03/2009,Sugar and sweets,7995,197.299,0.3,5,Other food at home,4196
15/03/2009,Telephone services,2405,101.991,2.408,4,Information and information processing,8625
15/03/2009,Tenants’ and household insurance,7981,120.737,0.333,3,Shelter,8742
15/03/2009,Tobacco and smoking products,949,679.078,0.776,2,Other goods and services,8488
15/03/2009,Transportation,6812,170.903,15.314,1,All items,8106
15/03/2009,Transportation services,6999,248.393,5.567,2,Services,9735
15/03/2009,"Tuition, other school fees, and childcare",2308,541.493,2.886,3,Education,314
15/03/2009,Used cars and trucks,2211,121.704,1.628,4,New and used motor vehicles,2973
15/03/2009,Video and audio,5618,101.64,1.822,2,Recreation,8575
15/03/2009,Water and sewer and trash collection services,3706,157.817,0.971,3,Fuels and utilities,5463
15/03/2009,Women’s and girls’ apparel,7374,106.592,1.541,2,Apparel,5516
15/04/2009,Alcoholic beverages,7635,218.994,1.127,3,Food,4934
15/04/2009,All items,8106,213.24,100,0,,
15/04/2009,All items less energy,4604,217.941,92.376,1,All items,8106
15/04/2009,All items less food,3531,211.787,85.371,1,All items,8106
15/04/2009,All items less food and energy,5306,218.594,77.746,2,All items less energy,4604
15/04/2009,All items less medical care,2047,204.724,93.61,1,All items,8106
15/04/2009,All items less shelter,7199,200.676,66.8,1,All items,8106
15/04/2009,Apparel,5516,119.537,3.691,1,All items,8106
15/04/2009,Cereals and bakery products,2948,252.062,1.15,4,Food at home,4200
15/04/2009,Commodities,704,166.603,39.556,1,All items,8106
15/04/2009,Commodities less food,5867,142.801,24.926,1,All items,8106
15/04/2009,Commodities less food and beverages,3891,140.066,23.799,2,Commodities,704
15/04/2009,Commodities less food and energy commodities,4935,141.583,21.461,3,All items less food and energy,5306
15/04/2009,Communication,5970,84.988,3.194,2,Education and communication,1868
15/04/2009,Dairy and related products,5341,197.124,0.91,4,Food at home,4200
15/04/2009,Durables,2665,109.203,10.51,3,Commodities less food and beverages,3891
15/04/2009,Education,314,188.943,3.107,2,Education and communication,1868
15/04/2009,Education and communication,1868,126.783,6.301,1,All items,8106
15/04/2009,Educational books and supplies,5985,472.682,0.221,3,Education,314
15/04/2009,Energy,7558,177.924,7.624,1,All items,8106
15/04/2009,Energy commodities,8995,173.528,3.465,4,Commodities less food and energy commodities,4935
15/04/2009,Fats and oils,3612,201.213,0.241,5,Other food at home,4196
15/04/2009,Food,4934,218.254,14.629,2,Food and beverages,9257
15/04/2009,Food and beverages,9257,218.401,15.757,1,All items,8106
15/04/2009,Food at home,4200,215.948,8.156,3,Food,4934
15/04/2009,Food away from home,1345,222.905,6.474,3,Food,4934
15/04/2009,Footwear,7182,126.039,0.688,2,Apparel,5516
15/04/2009,Fruits and vegetables,9499,275.81,1.194,4,Food at home,4200
15/04/2009,Fuel oil and other fuels,416,227.355,0.301,4,Household energy,396
15/04/2009,Fuels and utilities,5463,210.702,5.431,2,Housing,6803
15/04/2009,Gas piped and electricity,856,194.967,4.159,4,Household energy,396
15/04/2009,Gasoline all types,789,168.696,2.964,4,Motor fuel,3840
15/04/2009,Hospital and related services,2710,562.843,1.545,3,Medical care services,7803
15/04/2009,Household energy,396,188.753,4.46,3,Fuels and utilities,5463
15/04/2009,Household furnishings and operations,9339,129.434,4.79,2,Housing,6803
15/04/2009,Household operations,8871,150.809,0.781,3,Household furnishings and operations,9339
15/04/2009,Housing,6803,217.18,43.421,1,All items,8106
15/04/2009,Infants’ and toddlers’ apparel,2101,115.025,0.183,2,Apparel,5516
15/04/2009,Information and information processing,8625,82.09,3.022,3,Communication,5970
15/04/2009,"Information technology, hardware and services",5358,9.881,0.614,4,Information and information processing,8625
15/04/2009,Lodging away from home,5762,134,2.478,3,Shelter,8742
15/04/2009,"Meats, poultry, fish, and eggs",8516,206.48,1.898,4,Food at home,4200
15/04/2009,Medical care,3411,373.257,6.39,1,All items,8106
15/04/2009,Medical care commodities,5635,303.357,1.625,2,Medical care,3411
15/04/2009,Medical care services,7803,394.734,4.765,2,Medical care,3411
15/04/2009,Men’s and boys’ apparel,2395,114.062,0.923,2,Apparel,5516
15/04/2009,Miscellaneous personal services,6567,342.001,1.074,3,Personal care,6986
15/04/2009,Motor fuel,3840,169.373,3.164,3,Private transportation,3815
15/04/2009,Motor vehicle maintenance and repair,9790,242.649,1.188,3,Private transportation,3815
15/04/2009,Motor vehicle parts and equipment,449,134.64,0.382,3,Private transportation,3815
15/04/2009,New and used motor vehicles,2973,92.4,6.931,3,Private transportation,3815
15/04/2009,New vehicles,4291,134.58,4.48,4,New and used motor vehicles,2973
15/04/2009,Nonalcoholic beverages and beverage materials,6387,163.084,0.982,4,Food at home,4200
15/04/2009,Nondurables,818,193.911,29.046,1,All items,8106
15/04/2009,Nondurables less food,6247,172.529,14.416,1,All items,8106
15/04/2009,Nondurables less food and apparel,5488,205.196,10.726,1,All items,8106
15/04/2009,Nondurables less food and beverages,7080,169.626,13.289,3,Commodities less food and beverages,3891
15/04/2009,"Nondurables less food, beverages, and apparel",1465,204.807,9.598,4,Nondurables less food and beverages,7080
15/04/2009,Other food at home,4196,190.826,2.022,4,Food at home,4200
15/04/2009,Other food away from home,1346,155.099,0.314,4,Food away from home,1345
15/04/2009,Other foods,9728,205.037,1.481,5,Fats and oils,3612
15/04/2009,Other goods and services,8488,370.031,3.386,1,All items,8106
15/04/2009,Other miscellaneous foods,5930,122.883,0.433,6,Other foods,9728
15/04/2009,Other services,6741,302.016,11.002,3,Services,9735
15/04/2009,Owners’ equivalent rent of primary residence,2972,256.627,24.433,3,Shelter,8742
15/04/2009,Personal care,6986,204.462,2.61,2,Other goods and services,8488
15/04/2009,Personal care products,1231,163.777,0.651,3,Personal care,6986
15/04/2009,Personal care services,1191,227.913,0.647,3,Personal care,6986
15/04/2009,Personal computers and peripheral equipment,980,85.714,0.214,5,"Information technology, hardware and services",5358
15/04/2009,Private transportation,3815,165.676,14.189,2,Transportation,6812
15/04/2009,Professional services,3965,316.667,2.702,3,Medical care services,7803
15/04/2009,Public transportation,4134,230.47,1.125,2,Transportation,6812
15/04/2009,Recreation,8575,114.03,5.741,1,All items,8106
15/04/2009,Rent of primary residence,4363,248.916,5.957,3,Shelter,8742
15/04/2009,Rent of shelter,8577,259.854,32.867,3,Services,9735
15/04/2009,Services,9735,258.599,60.444,1,All items,8106
15/04/2009,Services less energy services,1033,265.129,56.285,3,All items less food and energy,5306
15/04/2009,Services less medical care services,5145,247.685,55.679,1,All items,8106
15/04/2009,Services less rent of shelter,9058,276.815,27.577,1,All items,8106
15/04/2009,Shelter,8742,249.334,33.2,2,Housing,6803
15/04/2009,Sugar and sweets,7995,196.398,0.3,5,Other food at home,4196
15/04/2009,Telephone services,2405,102.072,2.408,4,Information and information processing,8625
15/04/2009,Tenants’ and household insurance,7981,120.675,0.333,3,Shelter,8742
15/04/2009,Tobacco and smoking products,949,742.443,0.776,2,Other goods and services,8488
15/04/2009,Transportation,6812,170.259,15.314,1,All items,8106
15/04/2009,Transportation services,6999,249.193,5.567,2,Services,9735
15/04/2009,"Tuition, other school fees, and childcare",2308,543.87,2.886,3,Education,314
15/04/2009,Used cars and trucks,2211,121.616,1.628,4,New and used motor vehicles,2973
15/04/2009,Video and audio,5618,101.741,1.822,2,Recreation,8575
15/04/2009,Water and sewer and trash collection services,3706,158.802,0.971,3,Fuels and utilities,5463
15/04/2009,Women’s and girls’ apparel,7374,106.771,1.541,2,Apparel,5516
15/05/2009,Alcoholic beverages,7635,219.601,1.127,3,Food,4934
15/05/2009,All items,8106,213.856,100,0,,
15/05/2009,All items less energy,4604,218.126,92.376,1,All items,8106
15/05/2009,All items less food,3531,212.111,85.371,1,All items,8106
15/05/2009,All items less food and energy,5306,218.91,77.746,2,All items less energy,4604
15/05/2009,All items less medical care,2047,204.892,93.61,1,All items,8106
15/05/2009,All items less shelter,7199,200.829,66.8,1,All items,8106
15/05/2009,Apparel,5516,119.345,3.691,1,All items,8106
15/05/2009,Cereals and bakery products,2948,251.645,1.15,4,Food at home,4200
15/05/2009,Commodities,704,166.959,39.556,1,All items,8106
15/05/2009,Commodities less food,5867,143.471,24.926,1,All items,8106
15/05/2009,Commodities less food and beverages,3891,140.736,23.799,2,Commodities,704
15/05/2009,Commodities less food and energy commodities,4935,141.817,21.461,3,All items less food and energy,5306
15/05/2009,Communication,5970,85.049,3.194,2,Education and communication,1868
15/05/2009,Dairy and related products,5341,196.055,0.91,4,Food at home,4200
15/05/2009,Durables,2665,109.576,10.51,3,Commodities less food and beverages,3891
15/05/2009,Education,314,189.968,3.107,2,Education and communication,1868
15/05/2009,Education and communication,1868,127.169,6.301,1,All items,8106
15/05/2009,Educational books and supplies,5985,474.581,0.221,3,Education,314
15/05/2009,Energy,7558,178.34,7.624,1,All items,8106
15/05/2009,Energy commodities,8995,177.449,3.465,4,Commodities less food and energy commodities,4935
